title,heading,paragraph
3 Ways to Make Papier Mâché Paste - wikiHow,Use your papier mch paste.,Use your papier mch paste. Hold the bag like you would an icing bag and gently squeeze the paste from the corner. Use a paintbrush to spread out the glue over the item you are decoupaging.
3 Ways to Make Papier Mâché Paste - wikiHow,Gather your ingredients.,"Gather your ingredients. To create this paste, you will need a plain white school glue, cool water, and a bowl to mix it in."
3 Ways to Make Papier Mâché Paste - wikiHow,Combine the ingredients.,Combine the ingredients. Add 3 parts of glue to 1 part of water to the bowl. Use a spoon to stir the mixture so that the glue and water are thoroughly combined.
3 Ways to Make Papier Mâché Paste - wikiHow,Use your glue.,Use your glue. Your glue is ready to use immediately after mixing with the water. Use a paintbrush to dip in the paste and layer onto the object you are using for papier mch.[1] X Research source
3 Ways to Build a Deck - wikiHow,Know your local building codes regarding decking.,"Know your local building codes regarding decking. The size of your home will have an impact on how large your deck can be, as well as its shape.[1] X Expert Source Sarah FogleDIY Specialist Expert Interview. 27 July 2021. In most cases, your deck will also be required to support a greater load than the floors in your home. Your home owner's insurance policy may not cover an accident that occurs on your deck if you didn't build your decking to comply with the building codes in your area."
3 Ways to Build a Deck - wikiHow,Obtain any necessary permits.,"Obtain any necessary permits. Check with your local government agency regarding the need for a permit before building your deck, as well as any inspections that will be required during construction.[2] X Expert Source Sarah FogleDIY Specialist Expert Interview. 27 July 2021."
3 Ways to Build a Deck - wikiHow,Know the depth of the frost line in your area.,"Know the depth of the frost line in your area. The frost line is the depth to which the ground freezes in winter, taken over an average of a number of years. Some building codes require that when you build a deck, the support posts be sunk to a depth below the frost line. Even if it isn't required, sinking the support posts to this depth will keep the deck from buckling when the ground expands and swells when the water in it freezes.[3] X Research source"
3 Ways to Build a Deck - wikiHow,"Decide on the size, style and placement of your deck.","Decide on the size, style and placement of your deck.[4] X Expert Source Sarah FogleDIY Specialist Expert Interview. 27 July 2021. Your deck can either be free-standing or attached to the house. Although some building codes may be more relaxed on free-standing decks, most people find it more convenient to have their decks attached to the house.[5] X Research source If you build your deck onto the house, you'll want to know where the rim joists and wall studs are located so you can secure the deck's ledger board, the support beam that attaches it to the house, to either of them. The size of your deck will determine the number of footings and posts you'll need to support the joists and deck boards, as well as the size and spacing of the joists and the size of the deck boards. Joists can be spaced 12, 16 or 24 inches (30, 40 or 60 centimeters) apart, however a spacing of 24 inches is most common; common sizes for joists and deck boards are listed under ""Things You'll Need."" The height at which you build your deck determines whether you need to include railings, posts and steps. You won't need them for a deck built just above the ground, but you will if it is higher than that. Making a preliminary sketch of what you have in mind will help you in lining up materials and construction advice."
3 Ways to Build a Deck - wikiHow,Choose the materials to make your deck from.,"Choose the materials to make your deck from. There are a number of hardwoods and composite materials from which you can build your deck. Materials for deck boards range from the tropical Hardwood Ipe and plastic to the more traditional redwood, cedar and pine. The framing, columns and posts, however, should be pressure-treated or otherwise decay-resistant wood as required by code.[6] X Research source"
3 Ways to Build a Deck - wikiHow,Mark the place where the top of the deck is to go.,"Mark the place where the top of the deck is to go. Usually, this will be the height of the interior floor and just below the threshold of any planned or current door that will open onto the deck. Use a level to draw a line on the siding the whole length of the deck."
3 Ways to Build a Deck - wikiHow,Mark the place where the bottom of the deck is to go.,"Mark the place where the bottom of the deck is to go. From the line you just marked, measure down the thickness of the deck boards (usually 1 to 1 1/2 inches, or 2.5 to 3.75 centimeters), plus the height of the ledger board. (If the ledger board is a 2 x 10, this will be 9.5 inches, or 23.75 centimeters.) Mark this line across the entire length of where the ledger board will go."
3 Ways to Build a Deck - wikiHow,Remove the siding from where the ledger board will be mounted.,"Remove the siding from where the ledger board will be mounted. If the siding is solid siding, you can cut it away with a circular saw and jigsaw, provided you don't cut into the sheathing beneath the siding. If the siding is vinyl siding, you'll need a special tool to pry up the siding; after removing it, you'll need to re-mark the lines for top of the deck and the bottom of the ledger board on the sheathing. Ignore the steps in this section if you're planning to make a free-standing deck."
3 Ways to Build a Deck - wikiHow,Measure and cut the ledger board.,"Measure and cut the ledger board. Check its fit against the house before proceeding.[7] X Research source If you plan to cover your house's rim joists with the deck's skirting board, cut the ledger board shorter to accommodate the width of the skirting board (usually 3/4 inch, or 1.9 centimeters) on either side."
3 Ways to Build a Deck - wikiHow,Mark off where the joists will go.,"Mark off where the joists will go. First, mark off the deck's rim joists on the left edge of the ledger board. (These are usually 2 joists laid side-by-side for strength.) Then, mark the centers of where each intervening joist will go and measure half the joist's thickness from each of these marks on either side. Then, mark off the rim joists on the right edge of the ledger board. Draw lines across the ledger board surface to mark all the joist edges."
3 Ways to Build a Deck - wikiHow,Prepare the beam that will go opposite the ledger board.,"Prepare the beam that will go opposite the ledger board. Cut the beam the same length as the ledger board. If you plan to have the joists butt flush against this beam (a flush beam), then use a framing square to align the edges of both beams and then copy the marks in full. If you plan to have the joists rest on this beam instead (a dropped beam), you'll only need to have marks across the top for reference.[8] X Research source Most building codes require the opposite beam to be twice or three times as thick as the interior joists, so as with the rim joists, you'll have to cut multiple beams and sandwich them side-by-side. (If the deck is to be a free-standing deck, the ledger board beam would also have to be sandwiched with one or two other beams for strength.)"
3 Ways to Build a Deck - wikiHow,Nail the joist hangers.,"Nail the joist hangers. Check the spacing of the joist hangers with a scrap of wood the width of the joists, then nail the joist hangers in place with short, thick nails designed to secure the joists. If your opposite beam is to be a flush beam, you'll also want to attach joist hangers to the innermost member of that beam.[9] X Research source"
3 Ways to Build a Deck - wikiHow,Attach the ledger board to the house.,"Attach the ledger board to the house. Tack the board in place temporarily with nails. Drill 1 or 2 holes between where every 2 joists will go. Apply silicone caulk to the inside of each hole, then sink a lag screw into each hole to secure the ledger board permanently. Cover the ledger board with a waterproof membrane or galvanized metal flashing.[10] X Research source Ignore this step if the deck is to be a free-standing deck."
3 Ways to Build a Deck - wikiHow,Dig holes for the footings.,"Dig holes for the footings. You can lay out the positions for the footings using string and stakes or batter boards to form a grid. Mark the footing positions on the strings, then transfer them to the ground. Dig 6 inches (15 centimeters) below the frost line for each footing with either a post-hole digger or power auger; make the bottom of each hole wider than the top.[11] X Research source You may need to have the holes inspected for depth before you can pour the concrete."
3 Ways to Build a Deck - wikiHow,Assemble footing and pier forms.,"Assemble footing and pier forms. Place one in each hole and support it with loose back-fill, then trim all the piers level to support the posts evenly. Pour concrete into the holes and let it set for at least 24 hours before proceeding.[12] X Research source"
3 Ways to Build a Deck - wikiHow,Cut and raise the posts over the piers.,"Cut and raise the posts over the piers. To anchor the posts in place, set 6-inch (15-centimeter) lengths of stainless steel rod or rebar halfway into the piers to serve as drift pins and drill holes in the post bottoms before placing them. You can also cover the pier tops with adhesive before setting the posts if the tops are wooden or use anchor brackets if the tops are concrete. Plumb the posts to be level and affix temporary braces to keep the posts from moving until the framing is in place."
3 Ways to Build a Deck - wikiHow,Install the opposite beam atop the posts.,"Install the opposite beam atop the posts. If your posts are tall, you may have to raise the individual members of the beam one by one instead of together. Set the beam members such that the outermost member is flush with the edge of the post. Attach the innermost member beam with toe nails or whatever connector your building codes require."
3 Ways to Build a Deck - wikiHow,Install the rim joists.,"Install the rim joists. Connect the rim joists to the ledger board and innermost member of a flush opposite beam with inside corner brackets. Adjust the beam member to get it square if it isn't, then affix the reinforcing outer beam members to the innermost member with nails, screws or lag bolts.[13] X Research source"
3 Ways to Build a Deck - wikiHow,Install the interior joists.,"Install the interior joists. Sight down each joist edge to look for any signs of bowing (crowning). Slip them into the joist hangers on the ledger board and opposite flush beam (or atop an opposite dropped beam), crowned side up. Tap them in place if necessary, and if they're too tight, trim a bit off the ends so they slip in without excessive force. If the opposite beam is a dropped beam, toenail the joists in place."
3 Ways to Build a Deck - wikiHow,Lay down the deck boards.,"Lay down the deck boards. Measure the deck frame from the outside edge of one rim joist to the outside edge of the other and add the width of any skirting or length of any overhang to it. Cut the first two deck boards to this length, then cut off the length of any overhang from the board that will be laid next to the house. (Subsequent boards need not be cut to this length, but can be laid down first and cut flush with the first two boards later.) Set the first board against the house sheathing and the next board against it if wet and the width of a 16-penny nail apart from it if dry. Attach the boards to the joists with two nails or screws. Straighten the boards as you go with a flat bar.[14] X Research source If you're building a wide deck, you can cut multiple deck boards to span the distance between the rim joists, with the places where two boards meet falling in the middle of a joist. Stagger these joints between each row of decking to make the deck look nicer. Periodically measure the distance from the front of the deck to each end of the last board laid. They should be equal; if not, decrease the gaps between boards slightly on the longer side and increase them slightly on the shorter side until the distances are equal again. If the last deck board is wider than the space to lay it, either narrow it or use a narrower board of the same type of decking material. If the board is narrower than the space available, take a wider board and narrow it as necessary."
3 Ways to Build a Deck - wikiHow,"Build stairs, if necessary.","Build stairs, if necessary. If your deck is high enough to require stairs, determine the number of steps you'll need by dividing the deck height in feet by seven. If the quotient is a whole number, use the quotient as the number of steps, with a rise of 7 inches (17.5 centimeters). If the quotient includes a fraction, round to the nearest whole number to get the number of steps and divide that number into the deck height to get the rise in inches. Divide the rise into 75 to get the approximate length for each step.[15] X Research source You'll need to have a stringer at either end of the staircase to attach the steps to and another stringer in the center if you have a wide or tall staircase. Lay the first stringer out with a framing square to find the rise and run, then transfer the marks to the other stringers. Cut out the step supports, then brace the stringers together and nail them to the deck's rim joist before securing them permanently with lag screws. Cut the steps to have a 3/4-inch (1.9-centimeter) overhang to either side of the stringer assembly to channel rain away from the stringers. Attach them to the stringers with screws or nails."
3 Ways to Build a Deck - wikiHow,"Build and install deck railings, if necessary.","Build and install deck railings, if necessary. If your deck is more than a step high, you'll want or need to have deck railings to prevent falls. Begin by installing the corner and stair posts, plumbing them and securing them first with glue, then with either lag screws or carriage bolts. The remaining piecestop rails, bottom rails and spindlesmay be attached individually or assembled into sections and then installed as units.[16] X Research source Measure the distance between posts to find the length of the rails and cut them to that length. Vertical spindles usually need to be spaced to no more than 4 inches (10 centimeters) apart and should be placed closer together if it will create even spacing over the entire deck.[17] X Research source They can be attached to the rails with nails or screws, while the rails themselves attach to the posts with angle screws. (Use wooden blocks to prop up the rail sections while screwing them in.) Cut the stair posts to the correct height and angle with the help of a framing square, then install the bottom stair rails and hand rails. Figure the length of the stair rails by dividing the stair rise by the run, multiplying by the deck rail length, squaring the result, adding the square of the deck rail length and take the square root of the result. Cut the spindles to the right length, angled for the slope of the rail and install as described above for the deck spindles."
3 Ways to Build a Deck - wikiHow,"Attach skirting board, if desired.","Attach skirting board, if desired. Cut the boards to cover the deck's beam and rim joists and nail them in place."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Observe his or her behavior.,"Observe his or her behavior. If a parent is a danger to the child, or if the parent puts the child in dangerous situations, then it may not be in the child's best interests to remain with that parent. Consider any past instances of the following (especially repeated examples of that type of behavior): Violent acts; Excessive disciplining; Emotional abuse; Abuse of drugs or alcohol; or Past convictions for sexual offenses.[1] X Research source"
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Examine the child's environment.,"Examine the child's environment. Sometimes, a parent may place the child in dangerous circumstances, or create or allow dangerous circumstances in the parent's home. Consider the following: Is the child properly supervised? Is the parent supervising the child or leaving that responsibility to someone else? Is the parent ensuring that the child is adequately fed, clothed, and educated? Is the parent friends with gang members, drug abusers, criminals, or abusive persons? Is the child in contact with these people? Does the child have personal space in the home, with heat and plumbing? Does the parent allow dangerous conditions in the house, such as failing to safely store firearms or harmful chemicals?"
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Assemble evidence.,"Assemble evidence. In order to argue that the child should be removed from the parent's custody, you will need to show some evidence of the parent's behavior or the child's environment that establishes that the parent is a danger do the child. Gather any of the following evidence that you can: Pictures, video, and audio files showing injuries, physical abuse, or verbal abuse; Medical records for treatment related to injuries to the child; Criminal records of the parent; and Emails, texts, and voicemails from the parent."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Speak with witnesses.,"Speak with witnesses. Other people can help your establish that the child should be removed from the parent's custody. Talk to friends and family members who have seen the parent harming, endangering, or threatening to harm the child. Ask the witness for as much detail as he or she can give you about the incident, then ask if he or she would be willing to testify about their observations in court. Also ask your witnesses if they have any additional evidence you might be able to use, such as emails or voicemails from the parent."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Initiate your case.,"Initiate your case. Before you can ask a court to change or terminate a parent's custody rights, you need to file your case with the court clerk. Start your case by doing one of the following: Contact the Department of Child Protective Services (CPS) in your state. Your state's CPS office is tasked with protecting the wellbeing of children. Depending on the policies of the office, your local CPS office may be able to investigate and file your case for you. File for divorce. If you are married to the child's other parent, custody of the child will be a key issue in the dissolution proceedings. In your petition for dissolution, explain the custody arrangement you want and why the other parent should be awarded little or no custody. File a petition for custody. You can file a petition to establish custody if you are the child's father and were never married to the child's mother. If you are already divorced from the other parent and you want to change the current custody arrangement, you can petition to modify the custody order. Call or visit the court clerk and ask what forms you need to submit to make your request. Use the space provided on the forms to explain what arrangement you would like and why the other parent's custody rights should be reduced. File a guardianship petition. If you are not one of the child's parents, you can still file to become the child's legal guardian. Ask the court clerk what forms you need to submit to make your request. Use the space provided on the forms to explain why the child should be removed from his or parents and placed in your care."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,File your forms.,"File your forms. When filing for divorce, custody, or guardianship, make several copies of your forms and take them to the court clerk. The clerk will stamps your forms as ""filed,"" keep the original, and return the copies to you. You may need to pay a filing fee. The clerk will notify you by mail once a date has been set for the hearing. To file for custody or guardianship, you need to file in the county where the child lives. If you cannot afford the filing fee, ask the court clerk how to apply for a fee waiver. You will need to give detailed information about your household finances, and the judge will consider whether or not you meet the criteria to have your fees waived."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Serve the parent.,"Serve the parent. Once you have file your documents, you will need to serve the parent with notice of the case. Different courts have different rules about how to serve parties. You may be allowed to file a ""Waiver"" or ""Acceptance of Service"" signed by the parent instead of having the parent formally served. Otherwise, do one of the following: Ask the court clerk if the clerk's office will serve the parent; Hire the sheriff's office or a professional process server; or Have a friend or relative over 18 years old and not involved in the case to deliver the documents to the parent."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,File a Proof of Service.,"File a Proof of Service. Make sure that your process server fills out and signs a ""Proof of Service"" or ""Affidavit of Service"" form, which you can get from the court clerk. This form verifies that the server personally served the parent.[2] X Research source Take the signed Proof of Service to the clerk for filing."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Go to the hearing.,"Go to the hearing. One the date of the hearing, dress professionally, arrive early, and wait for the judge to call your case. The judge will then ask you why you have requested that the parent's custody of the child be terminated or modified. The parent will be able to argue that custody should not be taken from him or her, and that it would not be in the best interests of the child to do so. Both sides will have the opportunity to present witnesses and evidence to support his or her position."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Present evidence.,"Present evidence. Bring any evidence you would like to present with you to the hearing. This can include documents and photographs (both originals and copies), videos, and audio files. Burn any video or audio files to a CD in advance. Have your physical evidence organized in a binder in chronological order so that you can quickly refer to each item during the proceedings. If any of your evidence was given to you by a witness, ask the witness about that evidence during his or her testimony. You will need to argue not only that the parent is unfit, but that placing the child in your care would be in the child's best interests. To show that you can give the child a safe and stable home, include a copy of your lease or mortgage with your evidence to show that you are financially responsible."
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Give witness testimony.,"Give witness testimony. Both you and your witnesses will have a change to testify about why you believe the parent is unfit. If you are represented by an attorney, he or she will ask questions to guide you through your testimony. If you are self-represented, simply explain each incident to the judge and answer any questions he or she has for you. After you testify, ask the judge to allow you to present your witnesses. The child may be allowed to testify at the hearing. Each state has its own rules about whether and when a child's testimony is admissible in court. In Ohio, for example, children over 10 are generally allowed to testify, while children under 10 must be interviewed by the court and found to be able to understand questions and tell the truth.[3] X Research source After each witness gives testimony, the other side will be allowed to cross-examine the witness. When you are cross-examined, give short and truthful answers, and do not be afraid to admit it when you do not know the answer to a question.[4] X Research source"
How to Prove a Parent Unfit: 12 Steps (with Pictures) - wikiHow,Obey the court's orders.,"Obey the court's orders. At the end of the hearing, the judge may make an order regarding custody of the child, or announce that he or she needs additional information before making a decision. If more information is needed, the court will order a child custody evaluation and appoint an independent evaluator to visit the parties' homes and interview the parties, child and friends and family. The evaluator may also schedule appointments for psychological evaluations.[5] X Research source If a custody evaluation is ordered by the judge, the clerk will set another hearing date. Participate in the evaluation process and then return to court on the hearing date for the judge's ruling on your petition.[6] X Research source"
3 Ways to Do Two French Braids - wikiHow,Part the hair in the middle.,"Part the hair in the middle. Begin by brushing the hair and then parting it in the middle. Make sure the part goes from the hairline all the way to the nape.[1] X Expert Source Ndeye Anta NiangHair Stylist & Master Braider Expert Interview. 10 January 2020. Pull the two sections of hair over your shoulders, as if you are about to tie your hair into pigtails. The part in your hair does not have to be a severe straight line. You can have a messy, uneven part for a chic bohemian style. A zig-zag part can add a bit of funk to your style."
3 Ways to Do Two French Braids - wikiHow,Make the foundation braid.,"Make the foundation braid. Choose a side to begin with. Take a small section of about .5 inches (1.3 cm) of hair from your hairline. Separate this section from the rest of the hair with your fingers.[2] X Research source Divide this section into three strands. Make the foundation braid by starting a standard braid. Take the right strand and cross over the middle strand. Then cross the left strand over the new middle. You may want to secure the other, loose side with a hair band. This will help keep it from accidentally getting combined with the side you are braiding. This foundation braid will be on the side of the head. Since you are making French braid pigtails, you should be braiding down each side of your head. The braids will sit just between the ears and the part. If you'd like a looser braid, you can start with a larger section. If you have very thick hair, you may want to work in larger sections."
3 Ways to Do Two French Braids - wikiHow,Begin the French braid.,"Begin the French braid. Add a small section of loose hair to the right strand. Cross the right strand over the middle strand while pulling the middle strand to the right. Add a small section of loose hair to the left strand. Cross the left strand over the new middle strand while pulling the middle strand to the left. Keep your hands close to the head so the braid will remain tight.[3] X Research source Make sure to add an even amount of hair each time you add hair to the strands. This will keep the braids neat and uniform, instead of uneven."
3 Ways to Do Two French Braids - wikiHow,Continue braiding.,"Continue braiding. As you move down the side of the head, continue french braiding the hair. You will pull hair from around the hairline in the front, and from along the part in the back. Each time you need a new layer, separate the hair you are adding in a horizontal line.[4] X Research source When you run out of hair to add to the braid, continue braiding in a traditional 3-strand braid. Make sure to keep the braid tight as you braid. This can be achieved by pulling the sections away from each other. If you're braiding your own hair, keep both of your arms on one side instead of holding them over your head since it will be easier.[5] X Expert Source Ndeye Anta NiangHair Stylist & Master Braider Expert Interview. 10 January 2020."
3 Ways to Do Two French Braids - wikiHow,Secure the hair.,"Secure the hair. When you reach the desired length of your braid, tie it with hair ties. You can add hair clips, ribbon, or other accessories."
3 Ways to Do Two French Braids - wikiHow,Repeat on the other side.,"Repeat on the other side. On the other side of the head, repeat steps 2-5 on the hair. The braids should look identical.[6] X Expert Source Ndeye Anta NiangHair Stylist & Master Braider Expert Interview. 10 January 2020. Make sure to stop them at the same place and try to use matching hair ties on each side. If you would like an alternate style for French braid pigtails, instead of braiding all the way to the ends of your hair, stop at the nape of your neck. Secure the French braid with a hair tie. The hair hanging over your shoulders will be loose, so you can straighten or curl these strands.[7] X Research source Another alternate style for two French braid pigtails is a bun. After finishing one of the French braids, pin the tail of the braid into a bun at the back of your head by wrapping the tail around. Secure with bobby pins. Repeat with the other side, pinning the other braid on top of the bun. Use as many bobby pins as necessary to hold the bun in place.[8] X Research source"
3 Ways to Do Two French Braids - wikiHow,Part the hair.,"Part the hair. After brushing the hair, part it in the middle. The part only needs to go from the hairline to the crown of your head."
3 Ways to Do Two French Braids - wikiHow,Start a foundation braid.,"Start a foundation braid. Choose a side to begin. Take a small section of hair near the face and separate it from the rest of your hair. Divide this into three equal strands. Make the foundation braid with a traditional braid - cross the right strand over the middle, and then cross the left strand over the middle. These braids will be small strands that curve around the back of the head to meet in the middle. You are not trying to braid all of your hair into the strands. An alternate way to do this same style is to create two larger braids. This will give a slightly different look to the style. Follow the same steps, but add more hair. The larger braids will angle downwards more than the smaller braids, which means they will meet just underneath the crown instead of in the middle of the head.[9] X Research source When you start the braid, angle the braid away from the face, towards the back of the head. Don't angle it down."
3 Ways to Do Two French Braids - wikiHow,Begin the French braid.,"Begin the French braid. Add a small section of hair to the right strand, then cross the now larger strand over the middle. Add a small section of hair to the left strand, then cross the now larger strand over the new middle. Continue this along the curve of the head. Stop the braid once you get to the middle of the head. Secure with a clip or a hair tie."
3 Ways to Do Two French Braids - wikiHow,Repeat on the other side.,Repeat on the other side. Repeat steps 2 and 3 on the other side of the hair. The two strands should meet in the middle of the back of your head. They should be approximately the same size. The braids are forming a braided half-ponytail. Most of your hair will be loose.
3 Ways to Do Two French Braids - wikiHow,Combine the hair.,Combine the hair. Take the clips or hair ties from the two sides of the half ponytail. Add these two strands together.[10] X Research source
3 Ways to Do Two French Braids - wikiHow,Style as desired.,"Style as desired. With the two French braids along your head, you can now style as you wish. You can secure the half ponytail with a clip or hair tie for a stylish half-up do. You can also pull the hair into a ponytail. If you want to add a bit of sophisticated style, wrap the ponytail into a bun and secure with bobby pins. If you style into a ponytail or bun, the two French braids will rest just above the ponytail or bun. You can also join the two braids into a single, 3 strand braid that goes down your back. To do this, combine the left and middle sections of your left braid into 1 left strand, combine the right section of your left braid and the left section of your right braid into 1 middle strand, and combine your middle and right sections of your right braid into 1 right section. Then, continue braiding in a traditional 3-strand braid."
3 Ways to Do Two French Braids - wikiHow,Part the hair.,"Part the hair. Brush the hair, and then part the hair down the middle. The part should run from the hairline to the base of the nape. Secure one side of the hair with a hair tie. This will keep it out of the way until you are ready to use it. An alternate style, you can part your hair to 1 side to create two different sized braids, or you can create a soft, messy part."
3 Ways to Do Two French Braids - wikiHow,Start a foundation braid.,"Start a foundation braid. Gather the hair at the base of the neck. Divide the hair into three sections. Cross the right strand under the middle, then cross the left strand under the middle. This makes the anchor braid. As an alternative, you can create a braided crown by simply French braiding your hair in pigtails, then wrapping each braid up and around your head. Tuck the ends under and pin the braid to your scalp."
3 Ways to Do Two French Braids - wikiHow,Begin a Dutch braid.,"Begin a Dutch braid. Add a section of hair to the right strand, then cross under the middle strand. Add a section of hair to the left strand, then cross under the middle strand. You should be braiding upwards along your head. A Dutch braid is also called an inverted French braid or a reverse French braid. The hair is braided under instead of over like in a standard French braid. This braid will be done from the bottom of the head up instead of from the top of the head down. You may want to comb the hair in an upward direction before you begin so the hair is already in the right direction."
3 Ways to Do Two French Braids - wikiHow,Continue braiding around the head.,"Continue braiding around the head. Since this is a crown braid, the braid should follow along the curve of the head. Continue Dutch braiding by adding hair to the outer strands and crossing under. Make sure that the amount of hair added to the strands is equal each time. This keeps the braid uniform instead of uneven."
3 Ways to Do Two French Braids - wikiHow,Switch to a plait braid once your reach your center part at your hairline.,"Switch to a plait braid once your reach your center part at your hairline. The center part at the front of your hair will be where you stop adding hair to that side. At this point, stop dutch braiding your hair and switch to plaiting. This is a simple 3 strand braid to complete that side. If your hair ends at the part, simply tie it off. Since this style works best on long hair, the braid probably will end somewhere around the forehead."
3 Ways to Do Two French Braids - wikiHow,Secure braid.,"Secure braid. When the braid is finished, secure with a hair tie. Use a tie that is covered with fabric to minimize the risk of damage to your hair. Choose a hair tie that matches the color of your hair so that it blends in."
3 Ways to Do Two French Braids - wikiHow,"Pin your hair down, following the curve of your head.","Pin your hair down, following the curve of your head. Wrap the tail of your braid around your head as far as it will go. Use bobby pins to pin it down to your head as you wrap the braid. When you reach the end of the braid, tuck the tail into your hair and pin it down. Try to hide your tail behind your ear. If you have very long hair, you may need to wrap it all the way around your head, ending at the nape of your neck."
3 Ways to Do Two French Braids - wikiHow,Begin braiding the other side.,"Begin braiding the other side. Unlike the first side, you will begin this braid at the top of the head. Starting at the part, repeat steps 2-5 as you Dutch braid down the side of the head. Just like the other side, this braid is curving along the head. Just like the other side, you'll switch to a traditional 3-strand braid when you reach the center part at the back of your hairline. Then, you'll wrap and pin the braid."
3 Ways to Do Two French Braids - wikiHow,Wrap around the head.,"Wrap around the head. Once you have reverse French braided both sides, wrap the two braids around the head. Secure the braids with bobby pins. Tuck the hair bands and the hair below the hair bands beneath the braids. Secure with bobby pins."
3 Ways to Do Two French Braids - wikiHow,Finished.,Finished.
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Grease candy molds.,"Grease candy molds. Use non-stick cooking spray to grease your candy molds. You dont need much, just a light spray to help keep the candy from sticking in the mold after it has set."
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Pour the maple syrup and oil into the pan.,"Pour the maple syrup and oil into the pan. 1 cup of maple syrup will make about  pound of candy. If you want to make more, just increase the amount of syrup. The oil just keeps the maple syrup from foaming too much when you boil it.[1] X Research source"
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Bring the maple syrup to a boil.,"Bring the maple syrup to a boil. Cook the maple syrup on medium heat until it comes to a boil. After the maple syrup begins to boil, measure the temperature using the candy thermometer. When the syrup reaches 235 degrees, remove it from the heat.[2] X Research source"
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Allow the maple syrup to cool for ten minutes.,"Allow the maple syrup to cool for ten minutes. Set a timer so that you do not exceed this time. If you wait too long, the maples syrup may harden and need to be diluted with water and re-boiled. As the maple syrup cools, it will begin to look cloudy.[3] X Research source"
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Stir for five minutes.,"Stir for five minutes. Use a wooden spoon to stir the cooled maple syrup for about five minutes. It will begin to thicken and look cloudy. If you like, you can also add nuts to the maple syrup at this point.[4] X Research source"
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Transfer the thickened maple syrup to the greased candy molds.,Transfer the thickened maple syrup to the greased candy molds. Spoon the maple candy into each of the molds. Use a plastic or silicon spatula to scrap the sides of the pan as well.[5] X Research source
How to Make Maple Candy: 7 Steps (with Pictures) - wikiHow,Allow the maple candy to set.,"Allow the maple candy to set. Let the candies cool and set for about an hour or more. Wait until the candies feel hard before you attempt to remove them from the molds.[6] X Research source After you remove the candies from the molds, store them in airtight containers. Your maple candy will keep in these containers for up to a month.[7] X Research source"
How to Dress Kinderwhore Like Courtney Love: 8 Steps,Buy a few babydoll dresses.,"Buy a few babydoll dresses. The babydoll dress is the key to the kinderwhore style, but there is quite a bit of freedom in terms of dress style. Babydoll dresses are short dresses that are either billowy or have empire waistlines that flare from the waist. Check thrift shops and second-hand stores to find one thats a little more distressed, worn, and grungy, as this is integral to the kinderwhore look. Because these dresses are meant to be childlike, look for ones with lace, bows, or ruffles. Courtney Love sometimes wore a babydoll dress with capped sleeves. She also wore button-down babydoll dresses with Peter Pan collars (flat collars with large rounded ends that meet in the front of the garment). If you're looking to replicate her exact style, look for a black dress with a white collar or a blue dress with a white collar and white-tipped sleeves. Another babydoll style that Love rocked was the white babydoll with a Peter Pan collar and three-quarter length cuffed sleeves with the cuff rolled up."
How to Dress Kinderwhore Like Courtney Love: 8 Steps,Get some ripped stockings.,"Get some ripped stockings. Black stockings, ripped black fishnets, and white knee-high socks are truest to the Love style, but you can wear any stockings you like.[1] X Research source You can personalize the look by wearing any tights you want or even layering different styles of tights, such as wearing fishnets over basic stockings."
How to Dress Kinderwhore Like Courtney Love: 8 Steps,Pair the look with the right shoes.,"Pair the look with the right shoes. Combat boots and Mary Janes are the most common shoe styles in the kinderwhore look, and Love typically wore Mary Janes with a slight heel or wedge. Either stick with black Mary Janes (anything low-cut with a strap across the instep) or open-toed Mary Janes in a beige-pink for a true Love kinderwhore style."
How to Dress Kinderwhore Like Courtney Love: 8 Steps,Pick out a few accessories.,"Pick out a few accessories. Any jewelry that young girls typically wear is acceptable, such as lockets and charm bracelets,[2] X Research source will do, but for the real Courtney Love style, wear a tiara. Aside from that, the only jewelry Love often wore was a little heart necklace. While Love rarely wore jewelry, she often posed for photos with baby dolls or teddy bears."
